Time,Syne,Crypto,Pico1,Pico2,Pico3,SNano,RNano,Micro,PicoHFLR,Tot_Pico,Tot_Nano,full_FLR,full_FWS,Sal,Temp,Par,Lon,Lat
2018-05-11 05:30:00,0.16255194130380482,0.028451168140020473,0.1126642577637166,0.06497713762384481,0.1933327183415203,0.32659042544334366,0.2577529764382649,0.0123314028806927,0.009114293147947714,2668.4,640.1,25722.0696444444,48617.3774988889,37.2598932251417,17.7147293667749,0.0,3.171259,38.514945
2018-05-11 06:00:00,0.05581405998667887,0.02768003427888043,0.05299433935559071,0.0462130705186912,0.21316171509449675,0.4242796270085755,0.26294799766880356,0.01833932062276247,0.010955944134543335,1926.3,741.6,25846.0038022222,53517.9744111111,37.3695600114708,17.7257889899911,0.0,3.190197,38.583185
2018-05-11 06:30:00,0.07441747049059194,0.02627090039188518,0.061987519773540924,0.05647127216718009,0.21487957372408628,0.4317862709183249,0.31953376737990175,0.022623754891349598,0.008434009824327699,2104.2,819.7,24562.3776555556,46515.3369888889,37.4844966094716,17.7451165565072,0.0,3.208825,38.650187
2018-05-11 07:00:00,0.07557792378340687,0.029461360396240033,0.057574097077678806,0.04323281991507785,0.26509012738323207,0.4305523020564483,0.2865254017150945,0.019091827491466158,0.008005544084589127,1948.3,777.2,27321.5970988889,59130.8906666667,37.5844703407011,17.7707923760024,14.43,3.227668,38.717823
2018-05-11 07:30:00,0.07721651105757221,0.030465497630589932,0.06769835567396554,0.04170432228790276,0.23392326367496466,0.36216986096078596,0.24336676379985012,0.014746707185080343,0.007746209557905254,1945.3,656.7,24975.2237222222,56759.5033111111,37.6509162543678,17.8008840428612,84.3,3.245669,38.782414
2018-05-11 08:00:00,0.07542372132056031,0.038307747347727475,0.06101168761968196,0.0483747115144451,0.26248879860128216,0.41646449088335696,0.24472546166014486,0.01475884439264008,0.006107516026975273,2003.9,711.2,25681.4136888889,56967.1210888889,37.7132276401484,17.8340948887946,211.4,3.262255,38.84194
2018-05-11 08:30:00,0.07593673696247188,0.022253814933560254,0.05831706019482142,0.04586771959037549,0.25345777037715433,0.3990860960785947,0.2579128232453584,0.010422220131546082,0.005637707101823329,1909.5,710.8,26934.8127077778,58450.8093111111,37.7803990803589,17.8719261993263,172.1,3.279083,38.902187
2018-05-11 09:00:00,0.0795021105965365,0.026190345607265606,0.05974754142036467,0.054546260511198076,0.25066011489467993,0.3950756972774957,0.24328684039630338,0.011544911830821746,0.006171410040795937,2066.6,688.6,26840.1634322222,60275.4566555556,37.8404725119722,17.9164541087253,406.7,3.264636,38.96131
2018-05-11 09:30:00,0.07428708964959203,0.028161063611204705,0.047516372491882446,0.04661597993505953,0.25502838398135047,0.40659273998834405,0.21587311297976852,0.012054674548330696,0.008520454666555658,1903.7,665.5,28008.4364244444,61972.7696777778,37.8814898719609,17.9697547512606,448.1,3.189502,38.973663
2018-05-11 12:30:00,0.05258378425635875,0.02822437308037294,0.043324729830988264,0.03741941262176339,0.3050916926151029,0.4241767962700858,0.17902842394471732,0.009896679044209475,0.008689585879610356,1828.6,636.5,24491.2935277778,54608.7953,37.5603999361638,18.5355147453654,985.0,3.161754,38.604242
2018-05-11 13:00:00,0.10672916090198567,0.015434825589462072,0.09096308134210308,0.09011101074015487,0.14125706102739158,0.3026308633752394,0.28324854216967776,0.0039858589626176,0.006021071184747315,2677.3,648.7,24082.3764244444,54110.0388333333,37.4968364714703,18.6735133352232,1019.0,3.164541,38.540778
2018-05-11 21:30:00,0.11091240785269751,0.02730630913158706,0.06504808425609858,0.06785506202647575,0.13399297310798436,0.4016568645408376,0.27877283157105986,0.019407394888019316,0.008689585879610356,2151.8,739.4,26538.8410566667,52885.1685666667,37.4986985775228,18.4245045678206,0.0,3.100876,38.528562
2018-05-11 22:00:00,0.03670295116715926,0.011084675605385818,0.044633232037299145,0.059221288818582976,0.17875546082757476,0.4184182749146616,0.24416599783531762,0.012282854050453752,0.01054627075181084,1973.3,712.4,26284.7771377778,61044.3277777778,37.5790452058673,18.351508481439,0.0,3.108439,38.594958
2018-05-11 22:30:00,0.0646291235351969,0.01743053013934408,0.06913992590125718,0.05201368703688286,0.20638844392640082,0.4333287319956707,0.29012195487469816,0.022089717758721174,0.00901657289151611,2097.2,784.4,26175.5180688889,54271.2230777778,37.6400489845233,18.2880463419417,0.0,3.115794,38.659536
2018-05-11 23:00:00,0.06524933647541836,0.0231336326049672,0.06803102572641745,0.05702767088502207,0.20943150778453087,0.4664402297893598,0.3040286270918325,0.025233254516693032,0.00840770052451919,2155.6,834.0,26116.9872177778,59585.9161555556,37.6884738338434,18.2337633956639,0.0,3.123139,38.723978
2018-05-11 23:30:00,0.06958572242371575,0.018389791230597214,0.07406344267754558,0.058357911497793694,0.21890427108483893,0.49924323536757975,0.31138158021813334,0.028134047123470153,0.00988853825659812,2289.5,875.1,25116.8092633333,51574.0457333333,37.7457020108284,18.18508975917,0.0,3.130108,38.784937
2018-05-12 00:00:00,0.0659965271678045,0.02128777068489627,0.0781331063192074,0.049071808758637925,0.21865886270918328,0.4645892764965449,0.29747490800099907,0.019892883190408793,0.006434503038881025,2088.6,824.0,25986.8075811111,52481.3350777778,37.8014371364531,18.1430724393183,0.0,3.13705,38.84577
2018-05-12 00:30:00,0.06797882641432852,0.02606778889879108,0.07662500208142536,0.050824144950462086,0.2227817234201982,0.45646564815585716,0.28061106985263506,0.02465066855382566,0.009783301057364083,2199.9,795.0,27477.39056,55861.4235666667,37.8449098978432,18.1088319329451,0.0,3.143871,38.905401
